node,gate_mean,gate_std,deviation_mean,deviation_std,error_mean,error_std
28,0.5017243782099146,0.0027041292423370658,0.302976149385863,0.3135504523893142,8.227495200999462,18.879683173859668
29,0.4997570343435246,0.0036284609231922093,0.38098116418741046,0.3728301068581188,7.214544597820644,12.512331738795934
30,0.49992706037785883,0.0034326867995300523,0.3641130110643206,0.3007835067508224,10.177828180702933,16.680594930065283
31,0.5022028871870389,0.0019493417728053371,0.39655934283333105,0.4840108046674082,12.197850054093522,22.49361005626783
32,0.5020809643460016,0.0030699878436032378,0.34585198097420433,0.3377417657552421,9.997195241051,18.962292360194112
33,0.5017825887325036,0.002413698779855342,0.3025405301142783,0.2573810647862049,8.892336886433789,17.545670271524354
34,0.5015045455598484,0.0031925305918310306,0.31149282844397275,0.29201291680181013,8.835044639127968,18.42598458679947
35,0.5014984787293594,0.001625919096157416,0.3072290273217389,0.319492345591299,8.917444358672538,18.050067286897647
36,0.5015576732941788,0.0028099735737554445,0.33545518462675333,0.31858858036710347,9.235844975353157,18.42581399025171
37,0.5021826058408639,0.002201445566571626,0.302732668740906,0.2767234945918953,8.522468934093949,18.396210745034594
38,0.5009446701342172,0.004025302870239969,0.46399291072448673,0.3640522742555713,11.399061998450843,15.933649989846145
39,0.5012999386682998,0.002069851479383265,0.2777300179004669,0.22814487380267215,8.056103568947227,16.760452894970605
40,0.5022197777337402,0.002841332270125394,0.2986688959163471,0.27153532860599133,8.158857010994515,17.557371321498504
41,0.5014821494582796,0.0027053307234213234,0.3428258744208482,0.2582413065644218,9.24395434901662,16.98806667736472
42,0.5017161504369583,0.0026724349932798503,0.3551770939183061,0.3366464044449671,10.540398970381187,19.507875410467086
43,0.5005418410266402,0.003458983813961376,0.41630111592964536,0.3051272721204524,9.306252380670422,17.013543411782145
44,0.5025052528137708,0.0024604708331457054,0.2752449342151628,0.2771863920722879,7.928586571338403,18.714870051165608
45,0.5020906367267135,0.002165031245545106,0.27372321239788167,0.2759832332698932,8.017907006479527,18.551297608865102
46,0.5013048797976362,0.0020201510319783076,0.3246796720219355,0.36246283935839296,9.811296782110729,19.41118853627263
47,0.5013432606467365,0.00330350376614246,0.3620783584135292,0.244595045453479,9.455769007954284,15.988326230356527
